domain,label,class
sing-sing-bis.org,normal.alexa,0
czyhafgdi.org,,1
jtbfpqkqfqb.com,,1
plentycar.ru,normal.alexa,0
summacare.com,normal.alexa,0
farmicka.sk,normal.alexa,0
wwnrsvpxqqruoyfpd.in,,1
567cb91df35f6c13b3b994964cba0e4a.co.cc,,1
assumptionrefusecareoffer.com,dga.matsnu,1
mmxaiologistbikerepil.com,dga.banjori,1
colchester-zoo.com,normal.alexa,0
ysasgs.org,,1
bhojpurivideo.net,normal.alexa,0
cnc.ne.jp,normal.alexa,0
sg9ar5yzohcmpbw4.biz,,1
intersolucao.com.br,normal.alexa,0
ckfxeadhukvhdhylvhojewkbm.com,,1
inxgeposmocb.co.uk,,1
mcplugindb.com,normal.alexa,0
abingdon.org.uk,normal.alexa,0
fapimr.com,,1
verdadegospel.com,normal.alexa,0
starcraze.in,normal.alexa,0
vipbazar.ir,normal.alexa,0
cgdgfcnmfwgt.com,dga.tinba,1
mattiadellera.it,normal.alexa,0
tinrao247.com,normal.alexa,0
uuqmeotwkyqvb.com,,1
netz-treff.de,normal.alexa,0
czj4xaladoannutmzl.net,,1
lxqt.org,normal.alexa,0
bestparts.ru,normal.alexa,0
startcoin.cf,normal.alexa,0
mwhetgwvwhyxlajnlsn.pw,,1
mjgmftq.info,,1
tim-halloran.com,normal.alexa,0
bahasainggrismudah.com,normal.alexa,0
resourcefulmanager.com,normal.alexa,0
selket.de,normal.alexa,0
pwbrvcwbktglbiqprfe.cc,,1
uceprotect.net,normal.alexa,0
jbjuohx.info,,1
hzwmix.com,,1
chinatimes.cc,normal.alexa,0
dai-komio.de,normal.alexa,0
oynsyhbviyvsxh.pw,,1
fqdhjyibrmxpvmxu.eu,,1
allfreevideoconverter.com,normal.alexa,0
sgytpw.com,,1
siktpnua.biz,,1
vddda7a4e3db4890a45edbd8be08715c7e.in,,1
exfqoyhxi.net,,1
kvpqvs.net,,1
ogaqyaokgewkymue.org,,1
thegoodvybe.tumblr.com,normal.alexa,0
newstension.com,normal.alexa,0
bossmaytellu.com,,1
zwowg.com,normal.alexa,0
spsfgdcsfvvxxxgx.eu,,1
52duzhe.net,normal.alexa,0
lemmonet.com,normal.alexa,0
ecomrfpodslxoqm.net,,1
mmt-tv.co.jp,normal.alexa,0
imshaks.com,normal.alexa,0
neok12.com,normal.alexa,0
wsawskyyukqgiyqg.org,dga.ramdo,1
redeemer.ab.ca,normal.alexa,0
packlink.fr,normal.alexa,0
rexi84x.wix.com,normal.alexa,0
haitou.cc,normal.alexa,0
youbitchhitsnitch.com,,1
rachelaziani.com,normal.alexa,0
solar-nenkin.com,normal.alexa,0
vxnakig.biz,,1
uts.edu.au,normal.alexa,0
abldewxcglspadnrx.in,,1
andropalace.pw,normal.alexa,0
stihinasheylyubvi.ru,normal.alexa,0
direct-lab.ru,normal.alexa,0
nzse.co,normal.alexa,0
basketball49.fr,normal.alexa,0
jscpbys.info,,1
dqmramrlnlgqnu.click,,1
crdgiorl2otn.com,,1
etapety.pl,normal.alexa,0
elena87.ru,normal.alexa,0
cinemaesencial.com,normal.alexa,0
xa-police.gov.cn,normal.alexa,0
mcizthoodivettewl.com,,1
fareway.com,normal.alexa,0
q1me6z40z0q20hcc.ru,,1
kwyiftfs.bit,,1
qfjixqfqbex.com,,1
pac95b1633f70ee707295974d48c675507.cn,,1
soundlypeople.com,normal.alexa,0
mkflwzetuidbgrrz3.com,,1
lightworker29501.com,normal.alexa,0
handelandhaydn.org,normal.alexa,0
wtrfall.com,normal.alexa,0
vaproshield.com,normal.alexa,0
xnloppwhfamkcltuxkif.com,,1
5xujwxapwxilg8gty65pgxy.ddns.net,,1
rw6xpn8zeuos2gwus4.biz,,1
swqqdn.com,,1
aqihsbqhwl.com,,1
meishidaren.com,normal.alexa,0
iofsufiypahan.com,dga.cryptolocker,1
1yi0qk1xzzhsk1738avj1b2cizy.org,,1
5csvfrtqrbph5fcq.biz,,1
ahu.go.id,normal.alexa,0
grandfathersmartpenropeclub.com,,1
anxietycoach.com,normal.alexa,0
gamestore.com.ua,normal.alexa,0
dentalcareplus.org.uk,normal.alexa,0
resultsbabu.in,normal.alexa,0
cdejdtgkryyy.pw,,1
mathhelpforum.com,normal.alexa,0
aqupbudxaguahjan.su,,1
xploereredotnt.info,,1
sexmagazin.at,normal.alexa,0
gsisicwqweea.org,,1
dxzlardenslavetusul.com,,1
stlukes-stl.com,normal.alexa,0
puzzles-to-print.com,normal.alexa,0
aqbeuohheatnzqcxvjfwcxs.biz,,1
vds2lwijhpwe.net,,1
nrxzpzmvkgudiinswnfbyrvcay.ru,,1
internat-de-nice.org,normal.alexa,0
yergetaadobeflashpl.net,,1
flux7.com,normal.alexa,0
gaymenvideo.tumblr.com,normal.alexa,0
m2aqaujfnmj6kwyyky1x8zypn.com,,1
vres.gr,normal.alexa,0
qnb.com.qa,normal.alexa,0
appnitro.com,normal.alexa,0
bpagk4gbrk7gua125z.ru,,1
mcb63902369e0a3dbdb91ce7820ebf618e.tk,dga.dyre,1
vitcas.com,normal.alexa,0
barbe.lt,normal.alexa,0
rajaongkir.com,normal.alexa,0
xbxejvy.eu,,1
bubitekno.com,normal.alexa,0
qivrulhih.com,,1
sigedaabhuha.ddns.net,,1
platinumway.biz,normal.alexa,0
15myvhvd5f2m7cey68r1i0ird1.com,,1
vetpeer.info,normal.alexa,0
agbreyczfyemn.com,,1
avilon.ru,normal.alexa,0
xetgeubbpuogilbob.tw,,1
droidfriend.com,normal.alexa,0
net-security.org,normal.alexa,0
3uf6wccqcxh71s97rxi1jp1t8j.biz,,1
pcmobilitysite.com,normal.alexa,0
jagt13.com,normal.alexa,0
trk-6.net,normal.alexa,0
hermagroup.com,normal.alexa,0
klinoosqdtku.com,dga.tinba,1
fbsw.com,normal.alexa,0
mcgiibwrebvcnlva.com,,1
nuevodia.com.mx,normal.alexa,0
vanillaskymag.com,normal.alexa,0
resistelacomediemusicale.fr,normal.alexa,0
simsaopaulo.com,normal.alexa,0
gojackiego.com,normal.alexa,0
cesithaber.com,normal.alexa,0
inmoabogados.es,normal.alexa,0
mevuclorxwldse.cc,dga.ranbyus,1
aral.de,normal.alexa,0
qnjjemmejiflmnecfkd.cm,,1
tkpvxszhvsdhqhswjfxkxhicqp.biz,,1
saltele-online.ro,normal.alexa,0
sgbsenhancedysb.com,,1
webfeek.com,normal.alexa,0
torrentgator.net,normal.alexa,0
glmuojz.org,,1
hydroinfrashareholders.info,normal.alexa,0
titlewincommunicatecrack.com,,1
cejxkqrq.biz,,1
8d8d3ed8a0750d87602c92d7540480a4.org,,1
sistemasaplicados.com.mx,normal.alexa,0
qgcdwjfcx.cn,,1
seciqudou.ddns.net,,1
cocagexrn.biz,,1
tsuzgvcgkz.com,,1
mei-avivim.co.il,normal.alexa,0
athena.ir,normal.alexa,0
sexomariposa.org,normal.alexa,0
milktuesday.net,,1
269fe03497fe16f385580485843c653f.co.cc,,1
idrljrenqzvzkiakiar.com,,1
online-porno.xxx,normal.alexa,0
jjbdkpbxryhlxp.cc,,1
socialbookmarkingsitescollection.blogspot.com,normal.alexa,0
iugqoccsysooamce.org,,1
okajax.com,normal.alexa,0
bfjiqfghpsjy.com,,1
talkshowyoutube.blogspot.com.eg,normal.alexa,0
qhrstsahdlafwwi.ru,,1
vwyrnpvhnwuvqe.com,,1
hennypenny.com,normal.alexa,0
humblemechanic.com,normal.alexa,0
marketwithkris.com,normal.alexa,0
ljrlbakpwrikwuvq.eu,,1
g1enst6fs9qj.org,,1
brightonpestcontrol.co.uk,normal.alexa,0
gdzua.org,normal.alexa,0
yadea.com.cn,normal.alexa,0
emkigeougmmwawwq.org,,1
sparkasse-donauwoerth.de,normal.alexa,0
pixeldynamo.com,normal.alexa,0
obeflashplaydergeta.net,,1
guiaemdubai.com,normal.alexa,0
nbqivwlysbmqgqsuonfijldon.ru,,1
eguias.net,normal.alexa,0
dmheqsbixgugqtyhbylmvbquwus.com,,1
omnilogie.fr,normal.alexa,0
cztmohluxupmrw.info,,1
mallar.eu,normal.alexa,0
toape.com.br,normal.alexa,0
headache.su,normal.alexa,0
kefran.com,normal.alexa,0
wsgmud.com,,1
kykgcmoyqkcuysoe.org,,1
xs222.com,normal.alexa,0
contribs.org,normal.alexa,0
prfire.co.uk,normal.alexa,0
zymk.cn,normal.alexa,0
g061dqhr958s8x89vs26vulf.net,,1
paulaschoice.de,normal.alexa,0
dongbudaewooelec.com,normal.alexa,0
urilbuomkuvito.ddns.net,,1
aviability.com,normal.alexa,0
techmalaysia.com,normal.alexa,0
efcl.info,normal.alexa,0
dvhu.com,normal.alexa,0
wocorirm.ru,,1
rgetadobeeflashplay.net,,1
hmzercbuhehhpnwgprdqbifyytl.com,,1
saffo.info,normal.alexa,0
ztucbeovytspnedpnnbmbprgyqw.ru,,1
qyipdrquqjrf.in,,1
inengyuan.com,normal.alexa,0
xgfcpqydystl.biz,,1
advuuodogbgm2ov.com,dga.shiotob/urlzone/bebloh,1
simunomics.com,normal.alexa,0
multitriathlon.se,normal.alexa,0
xaker-it.ru,normal.alexa,0
ianatkinson.net,normal.alexa,0
ns1.backdates8.com,,1
superszkolna.pl,normal.alexa,0
rgetadobeflashpelay.net,,1
gardendesign.com,normal.alexa,0
worddetector.com,normal.alexa,0
medtree.co.uk,normal.alexa,0
pravednes.cz,normal.alexa,0
rb.cz,normal.alexa,0
sfexofoh.com,,1
qdq2hwrcsx.net,,1
ffockcofdakaocoa.com,,1
cledepeaubeaute.com,normal.alexa,0
j8378a609fbccfdfd0e3c9a117d761a1d4.ws,,1
duw42ssedklhpr7ubo.com,,1
fenerkolik.org,normal.alexa,0
60d38d47bf1f4c15e2caa8cedd47b0ed.org,,1
astroforum.nl,normal.alexa,0
wogivpgsbxetedugrua.com,,1
stjohn.org.au,normal.alexa,0
submitforsem.com,normal.alexa,0
qgqugokukuemymmc.org,,1
jiuzhang.com,normal.alexa,0
rmwnlutp.com,,1
qualitygurus.com,normal.alexa,0
biginfinland.com,normal.alexa,0
98f5f1918d79cd88c4a1d165819cf592.info,,1
bolognawelcome.com,normal.alexa,0
adinfo-guardian.co.uk,normal.bambenek,0
ftwiknztddqdtuxuc.net,,1
masr11.com,normal.alexa,0
bruno-miguel.com,normal.alexa,0
pcmaker.kr,normal.alexa,0
pgi.com.vn,normal.alexa,0
teypkpqy.biz,,1
rxgbldltpgwh.us,dga.tinba,1
nylukzp.in,,1
psychotherapynetworker.org,normal.alexa,0
lookrise.ru,,1
vdbganerraticallyqozaw.com,,1
crsorgi.gov.in,normal.alexa,0
iojhkmrsyfdwboinmezonr.org,dga.qakbot,1
znkrjptvmc.com,,1
cabaenknkmabafec.com,,1
filmlerinsesi.com,normal.alexa,0
superonline.com,normal.alexa,0
saif.net,normal.alexa,0
bitec-halfmarathon.com,normal.alexa,0
126r60lu1x0h816pi5ndls035i.com,,1
daikin.es,normal.alexa,0
mrc0ybq2gh12ori6abu.ddns.net,,1
rujcqzu.info,,1
ugxheivxocguytcqvwcyofpso.ru,,1
tuugo.com.co,normal.alexa,0
bettingappstore.co.uk,normal.alexa,0
klook.com,normal.alexa,0
xhrubfhfagx1b8pc.info,,1
conditionexaminedealignore.com,,1
juergens-workshops.de,normal.alexa,0
halfpitchmusclebelongreserve.com,,1
weqisep.info,,1
economy-business1.com,normal.alexa,0
nordicgreen.fi,normal.alexa,0
privink.com,normal.alexa,0
glvbiwmxji1rh.com,,1
membresiaclub.com,normal.alexa,0
claudiobernasconi.ch,normal.alexa,0
bugildo.tumblr.com,normal.alexa,0
elwassat.info,normal.alexa,0
conversationrespondrentsoil.com,,1
coinfo.in,normal.alexa,0
uekecsuiwcymao.net,,1
ivmsum4y98a81quf42616k2dlg.com,,1
login-help.net,normal.alexa,0
bunet.jp,normal.alexa,0
synergies-psy.com,normal.alexa,0
sdtuts.com,normal.alexa,0
sugarred.com,normal.alexa,0
hxuhkaieemvxqvirme.sh,,1
cairogossip.com,normal.alexa,0
keysnet.com,normal.alexa,0
pwkco.com,normal.alexa,0
spicevod.com,normal.alexa,0
timway.com,normal.alexa,0
ciricara.com,normal.alexa,0
m2bob-forum.net,normal.alexa,0
hihhucyqrwu.su,,1
mdisupply.com,normal.alexa,0
uwakich.com,normal.alexa,0
qdtz6w0fnebio0yl91ogqvmd.org,,1
ovuspgjedkz.org,,1
fpvdhstbrokth.com,,1
myfriendfernando.ca,normal.alexa,0
b2a1cad756365545ad1f33ce42323134.info,,1
ascelibrary.org,normal.alexa,0
sxoxcmslpjndcg.me,,1
wycliffecollege.ca,normal.alexa,0
myway.com.br,normal.alexa,0
graficalocal.com,normal.alexa,0
5haqiguhhni1xtu.net,,1
f1vqoa1gfipkejlxrdu12cbe86.com,,1
scvrusnptcvdsqf.com,,1
s5yvopuf8duz.top,,1
sellingpower.com,normal.alexa,0
wbojkjyjuyr.dynserv.com,,1
sephora.com.br,normal.alexa,0
beangroup.com,normal.alexa,0
ns1.backdates0.info,,1
quickprox.com,normal.alexa,0
cutghenansnan.org,,1
maventricks.com,normal.alexa,0
1yhi9y83lg93slgiif413zdnrf.com,dga.post,1
blogumutanit.com,normal.alexa,0
oko.uk,normal.alexa,0
laptopshop.nl,normal.alexa,0
erasmus-entrepreneurs.eu,normal.alexa,0
audiogals.net,normal.alexa,0
muzica2.net,normal.alexa,0
hungarymethis.com,,1
investmenttermneckfixadopt.com,,1
victoria-group.ru,normal.alexa,0
silverprod.fr,normal.alexa,0
trbzoh.info,,1
gqmjyc.com,,1
2wceiaar3xpn.net,,1
desitraveler.com,normal.alexa,0
gqiuwiyaukksoeyo.org,,1
qpoirogyqtqsvc.org,,1
games2girls.com,normal.alexa,0
wowshopper.com,normal.alexa,0
tsxsgpomccdqsbxofgap.sh,,1
rmqxur.info,,1
fgnbrfxt.ws,normal.bambenek,0
goangol.hu,normal.alexa,0
dobrich.com,normal.alexa,0
fixrecords.com,normal.alexa,0
hessen.de,normal.alexa,0
odufs8knwvirujo.ddns.net,,1
i063f01857c5c88cc93e89c4067b16757e.cc,,1
jc35.com,normal.alexa,0
ayppvfettvcxdosqu.net,,1
urebaqca.ddns.net,,1
cypxlpmbttqkmnnjduur.ru,,1
myuncchart.org,normal.alexa,0
byuusga.wordpress.com,normal.alexa,0
4n97tq1mxh71v1hgw01d1fd1hcs.com,,1
firstcallonline.com,normal.alexa,0
clashofclanspcworld.com,normal.alexa,0
cotton.ro,normal.alexa,0
mobibing.com,normal.alexa,0
dhiwererwyatanb.com,dga.banjori,1
dragonsurf.biz,normal.alexa,0
4ss.info,normal.alexa,0
thecraftiestcouple.com,normal.alexa,0
wuiixrrzjwcybuadn.biz,,1
temperancechristopher.ru,,1
usweekly24.com,normal.alexa,0
hdrelay.com,normal.alexa,0
viededingue.com,normal.alexa,0
cdzwghshhpqxtt5.com,,1
stellar-info.com,normal.alexa,0
yurist.by,normal.alexa,0
arjxkfvmxmnvjh.net,,1
a84f432852a163bbebbfc6b73247f66e.info,,1
fzrdep.com,,1
transfur.com,normal.alexa,0
lqoojggueuqogaxkhuswxklvvwx.ru,,1
e4wj3x5d787lc6i.ddns.net,,1
fundacioncadah.org,normal.alexa,0
ywuetq.com,,1
brushlovers.com,normal.alexa,0
infer.com,normal.alexa,0
gckxbcoindloexqgo.com,,1
naldo.com.ar,normal.alexa,0
gybowpeqcvxpansuc.in,,1
fumnjqcx.cc,,1
davesdiscountautoparts.com,normal.alexa,0
gmdmsao.info,,1
nnkugsfdyguorujj.ru,dga.necurs,1
mjuiilwokuzsosro.biz,,1
izmir.net,normal.alexa,0
porn.fr,normal.alexa,0
dcxyfwr.net,,1
dn5wpc2f3axw.net,,1
qdqknn.com,,1
juegos-de-minecraft.com,normal.alexa,0
giochibelli.it,normal.alexa,0
ganoexcel2u.com,normal.alexa,0
wtwfila.ru,,1
haoveykvwsbelxlbtpflrqohpr.com,,1
tafbanbe.ru,,1
opinionetwork.com,normal.alexa,0
lk1sugdtln9kxi.com,,1
smp.org,normal.alexa,0
withlend.net,,1
vejsofrjikkfsvhscw.com,,1
afilsf.com,normal.alexa,0
fcfcbakbfbckfdok.net,,1
qfkjau.dyndns.org,,1
diquecito.com.ar,normal.alexa,0
eltiempolatino.com,normal.alexa,0
gmbenefits.com,normal.alexa,0
koawdfqxsf.com,,1
cphi.cn,normal.alexa,0
1w9yt5i1lnfvehel27y1j4ehfm.org,,1
vatwetan.ru,,1
mkhgpsl.info,,1
sqgwsuohooomrum.com,,1
yyhwnbda6aqcexr62m.net,dga.rovnix,1
cedom.gov.ar,normal.alexa,0
ns1.dnsfor13.org,,1
akvon.com,normal.alexa,0
iqlique.co,normal.alexa,0
iitb.ac.in,normal.alexa,0
nd4a2l1bc9odo1k6x8pe1sl480p.biz,,1
vuongsontin.blogspot.com.br,normal.alexa,0
eisacuymwqqcmgca.org,,1
bqxeogn.org,dga.pykspa,1
euroeducation.com.ua,normal.alexa,0
nzb.is,normal.alexa,0
aeawbyplaywobb.com,,1
w9ph16ckyonq1gphctv9a6whp.net,,1
sickcold.net,,1
zarobicpieniadze.com,normal.alexa,0
gmzoffiueqpdskbqpfnrjqceu.ru,,1
aboutalentejo.com,normal.alexa,0
wfmefcxck.net,,1
fg38qci0mshu15d8tm3hrt92.org,dga.post,1
1716mac1k967w1qan0nz14b25fj.biz,,1
esmha.blog.ir,normal.alexa,0
vgperson.com,normal.alexa,0
vgcyusmbzlywhdovcu.ru,,1
skoda.ro,normal.alexa,0
web-mastery.info,normal.alexa,0
darkoctover.net,,1
fotomadam.com,normal.alexa,0
lookhunt.net,,1
mz8x2b8xm7o1.com,,1
hanivinside.net,normal.alexa,0
skaekscqkqoqecaw.org,,1
heroes-online.com,normal.alexa,0
acepiping.com,normal.alexa,0
lwnhldnkalegjwia.eu,,1
schoolreforminitiative.org,normal.alexa,0
idganswers.com,normal.alexa,0
soluziono.com,normal.alexa,0
hiqwca1yt8ug1exg.com,,1
listeviral.com,normal.alexa,0
apbcyls.eu,,1
1vfykc53c4x6ywcqx1196gf30.com,,1
19wn9avkpejsrylwbg3x9lhcs.com,,1
theadspk.com,normal.alexa,0
golfmanfunctionliftcandle.com,,1
pagalworldmp.com,normal.alexa,0
f11f2c696a0859595a4c60db991b8a3b.org,,1
zbaurlvuv.dynserv.com,,1
zeesmovie.com,normal.alexa,0
y8zp9fwmeaav1a0ica9kamq6.org,,1
netbet.de,normal.alexa,0
cylex.ro,normal.alexa,0
175ilqm1pbze2ce929xwvmu3fl.com,,1
gojclyxybcli.com,,1
upmx.mx,normal.alexa,0
hogaru.com,normal.alexa,0
recipefy.com,normal.alexa,0
8tbdflqqlhzjajalat.com,,1
vuptvqarsuf.com,,1
charliethebikemonger.com,normal.alexa,0
gkjicsbqijry.com,dga.tinba,1
hnnqsikathrinezad.com,dga.banjori,1
tiltify.com,normal.alexa,0
1qa8cdd18nquna1mqojjo1lnkqg3.org,dga.post,1
virginiaservicesupply.com,normal.alexa,0
haynesboone.com,normal.alexa,0
rememberbring.net,,1
flahatbbxy.dyndns.org,,1
gm-volt.com,normal.alexa,0
muveszellato-bolt.hu,normal.alexa,0
bathroomradioattackpenhire.com,,1
pokertube.com,normal.alexa,0
ruxpozpu.ru,,1
desktoppr.co,normal.alexa,0
dbbbysvicxqxsllkd.net,,1
tkndxsrtnodtp.info,dga.cryptolocker,1
klcadlccklfcddbf.net,,1
kuueeekoiucekgmq.org,,1
iryrwxwt.top,,1
pleasetouchmuseum.org,normal.alexa,0
typescout.net,normal.alexa,0
demandtowelclosedcommunicate.com,,1
dimfuture.net,normal.alexa,0
oursitedesign.com,normal.alexa,0
3d6fhd16reblc1bb535tah0lsb.org,,1
elaa.org.au,normal.alexa,0
myegymodern.com,normal.alexa,0
linkslc.com,normal.alexa,0
prferixziuetxps.biz,,1
spmrmtmfm.ru,,1
cloudsaturday.net,,1
dealer2jeux.com,normal.alexa,0
bollywoood2.in,normal.alexa,0
vodafonadsl.com,normal.alexa,0
finansenaobcasach.info,normal.alexa,0
fdfeqavt4nruotubkj585xzy.org,,1
maxiorion.cz,normal.alexa,0
aqoscfftkmskwpxh.eu,,1
punkindia.com,normal.alexa,0
mmkbnffbfdacadaa.website,,1
nowyny.eu,normal.alexa,0
1b30vbd1a75hzq1tuzbb516c3um4.org,dga.post,1
lojajardimrattan.com.br,normal.alexa,0
soft-download.com.cn,normal.alexa,0
pefeirav.ru,,1
techm.kr,normal.alexa,0
tunetoo.com,normal.alexa,0
hwpbpsiflqyubsa.info,dga.cryptolocker,1
lxessonjjkn.net,,1
cubaexplorer.com,normal.alexa,0
a1c.jp,normal.alexa,0
spineuniverse.com,normal.alexa,0
usfx.info,normal.alexa,0
uwvuvirvhinsqfs1.com,,1
digitaltv2.persianblog.ir,normal.alexa,0
sleeplessinsoweto.co.za,normal.alexa,0
o6f6428d8dd585675e97fbcb349ec0290e.to,dga.dyre,1
iplpower.com,normal.alexa,0
odtjuttsnmlf.com,dga.tinba,1
udcwohmqmbameqqa.eu,,1
ojujozu.org,,1
sacflrhhst.la,,1
tokyopop.de,normal.alexa,0
lxouwwtuernxmkfm.ug,,1
ekzersis.ru,normal.alexa,0
logi-web.ru,normal.alexa,0
kswo.com,normal.alexa,0
photoshopcn.com,normal.alexa,0
2s1g24pcy1d3vds6pp.com,,1
burokhea.ru,dga.pushdo,1
uxifijkswp.info,,1
hqtvxes.info,,1
cpagrip.me,normal.alexa,0
qwkgbyplaywobb.com,dga.banjori,1
smartdir.org,normal.alexa,0
mteducare.com,normal.alexa,0
delusionmfg.com,normal.alexa,0
stomachcombinenamequalify.com,,1
kapital971.com,normal.alexa,0
paper-paper.com,normal.alexa,0
bmkuubihpcbtvo.ru,,1
warmiesshop.com,normal.alexa,0
wjvcbeeatsgrxobihzxdozbu.ru,,1
feogakaf.ru,,1
jmcprl.net,normal.alexa,0
presstv.ir,normal.alexa,0
tee29.com,normal.alexa,0
he3urazjcp4zf1i.com,,1
pswec.com,normal.bambenek,0
qedetyg.info,,1
froosh24.ir,normal.alexa,0
mcsqqqqacgwysymc.org,dga.ramdo,1
bznaniy.ru,normal.alexa,0
ydwocjd.mooo.com,,1
ua6a6d5bbc14b8f887214e91dca16091ce.hk,,1
ji77.top,normal.alexa,0
yallafeed.com,normal.alexa,0
winksmile.kr,normal.alexa,0
mutoiqdel.jp,,1
radiohosting.mx,normal.alexa,0
sxuqsyepyoqtzhv.biz,,1
jrseinalcentricem.com,dga.banjori,1
so-labo.com,normal.alexa,0
parenfaire.com,normal.alexa,0
excalibur.com,normal.alexa,0
lasertaglsd.ru,normal.alexa,0
seputartogel.com,normal.alexa,0
dilpatji.ru,,1
gubxlsdsholapet.org,,1
fmvrngsvkeqfmp.org,,1
leonardo-stone.ru,normal.alexa,0
advocaredoctors.com,normal.alexa,0
wyqukbgwvgzmj.info,dga.qakbot,1
pibqnhukpaxwowyd.com,,1
theankit.com,normal.alexa,0
aapmr.org,normal.alexa,0
avery.co.uk,normal.alexa,0
xmwguodbnrxuys.org,,1
loancakesandwichdoctorimagine.com,,1
bamillionaire.com,normal.alexa,0
ckbiz.cn,normal.alexa,0
38000km.com,normal.alexa,0
newmatures.com,normal.alexa,0
z1oo5cp44yw4z3hud7.com,,1
ceqgkaoiwcsgikwy.org,,1
cases-csgo.net,normal.alexa,0
vyvifcfinkn.top,,1
prcenter.de,normal.alexa,0
ffmaevlvhbydwfi.net,,1
sinematopya.com,normal.alexa,0
prcwduasdd.info,,1
egkeswntln.com,,1
menhag.org,normal.alexa,0
descargasfilesweb.com,normal.alexa,0
hazcnuwxtzewstxwv.com,,1
onlinenewsvenue.com,normal.alexa,0
cc-library.net,normal.alexa,0
kqfkxfruovrqvchte.net,,1
i052i4ol5vqvsd7.ddns.net,,1
portail-economie.com,normal.alexa,0
findsnapchatusernames.com,normal.alexa,0
1yzhc6d1f1p1qv7uvsv51nyxck6.com,,1
bojuluxse.com,,1
gieymqyorsmgdhuch.cc,,1
biznetwifi.com,normal.alexa,0
1xacthcjzzheg147s8yg1o8ff87.biz,,1
kyyowcgyqmkyegok.org,,1
agentuniverse.com,normal.alexa,0
machetesraka.com,,1
gateads.co,normal.alexa,0
1538j8aqdlfbrv8n6vcjncsji.org,,1
toondoo.com,normal.alexa,0
gmgeumqgqoqawica.org,,1
carsetigal.bid,normal.alexa,0
cqnsaxfupsdfpkyg.com,,1
triedhome.net,,1
doemusou.jp,normal.alexa,0
hosting-review.com,normal.alexa,0
sqnie.com,dga.conficker,1
lcbffomkabccbbca.de,,1
zjthzprqsi.com,,1
provence-outillage.fr,normal.alexa,0
kazniisa.kz,normal.alexa,0
ns1.dnsfor11.org,,1
kindergarden.nl,normal.alexa,0
ns1.backdates12.biz,,1
volshebniymir.ru,normal.alexa,0
fpjbkvdqtmfgkiks.eu,,1
futnsoccer.com,normal.alexa,0
lufthansa-technik.com,normal.alexa,0
hirtjuvrbbzo.net,,1
fehd.gov.hk,normal.alexa,0
noa.gr,normal.alexa,0
rmlyngrm.com,,1
onthesnow.sk,normal.alexa,0
karupsow.com,normal.alexa,0
gnvodf.net,,1
simplybuyanycar.com,normal.alexa,0
car-rider.jp,normal.alexa,0
websitelibrary.org,normal.alexa,0
crij.org,normal.alexa,0
kiisgqaiik.com,,1
polyad.net,normal.bambenek,0
qygkamentalistfanchonut.com,,1
auto.am,normal.alexa,0
lwvrofqxdmxzpmv.net,,1
thepoledancingshop.com,normal.alexa,0
heavencompany.net,,1
persianfal.com,normal.alexa,0
laredo.edu,normal.alexa,0
f11f2c696a0859595a4c60db991b8a3b.info,,1
tujygygeryh.eu,,1
lovedbaby.com,normal.alexa,0
gunze.jp,normal.alexa,0
cottonclassics.com,normal.alexa,0
12ivmk61bnccl81kye3jzpsg669.net,,1
mycaidablyhoosieraw.com,,1
i-own-you-and-your-girl.tumblr.com,normal.alexa,0
iomqvinskycattederifg.com,dga.banjori,1
12ygnuv975ayt1yj9can5wnpvz.com,,1
derpibooru.org,normal.alexa,0
firmaege.com,normal.alexa,0
knowledgefans.com,normal.alexa,0
fjzcalitydevonianizuwb.com,dga.banjori,1
utudqvcn.org,dga.conficker,1
fadtmk.com,,1
nahc.org,normal.alexa,0
obglnyymmdlp.com,,1
mtpvksksnhyyzkv.info,,1
qobhuhaztkkfxfurhukdt.org,,1
gwendolynstephenson.net,,1
mbekkipj.info,,1
otdelstroy.spb.ru,normal.alexa,0
kabsvcixkbksxumaf.com,,1
eevlolrc.ws,,1
erumaer.com,normal.alexa,0
jurafoha.ru,,1
uscaxnwqj.org,,1
aathd.com,normal.alexa,0
gaie.jp,normal.alexa,0
businessdirectoryinuk.com,normal.alexa,0
artetfenetres.com,normal.alexa,0
jtozbj2hyysv1e4.com,,1
brasilreef.com,normal.alexa,0
qdjhfay.eu,,1
sane.org,normal.alexa,0
infoamerica.org,normal.alexa,0
wgqmnwvhuwol.com,,1
2ncpej052bkh.org,,1
rajatnayarfamousastrologer.com,normal.alexa,0
sweets-pages.com,normal.alexa,0
ns1.backdates4.biz,,1
hj11tov7kqaxw2tt.com,,1
gcs.jo,normal.alexa,0
lih2kq9tzvln2le3.info,,1
gtyhmiifjkyx.info,,1
yoisardenslavetusul.com,,1
ppmb2b.com,normal.alexa,0
ahktf.biz,dga.conficker,1
kaehgorao.ddns.net,,1
mechatronikazeg.hu,normal.alexa,0
reedotntexplor.info,,1
planejandoseucasamento.com,normal.alexa,0
bagheaven.com.au,normal.alexa,0
theinterlace.com,normal.alexa,0
rjetrruiuyuarqc.co.uk,,1
haqukeox.ru,dga.pushdo,1
instagramclient.com,normal.alexa,0
hvacpartsoutlet.com,normal.alexa,0
top10binarysignals.com,normal.alexa,0
gmfaererwyatanb.com,,1
empowerhealthinsurance.com,normal.alexa,0
